"id","name","description","wbs","current_status","Resource","PlannedStartDate","PlannedEndDate","ActualStartDate","ActualEndDate","action","predecessor_successor","progress","assigned_to","proj_id","created_at","updated_at","ActualResource"
"1569","Identify team members","","1.1.7.1",1,"","2009-04-13 08:00:00","2009-04-14 17:00:00","2009-04-13 08:00:00","2009-04-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.668377","2024-06-26 12:29:42.668377",NULL
"1570","Determine roles & responsibilities for team","","1.1.7.2",1,"","2009-04-15 08:00:00","2009-04-15 17:00:00","2009-04-15 08:00:00","2009-04-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.755185","2024-06-26 12:29:42.755185",NULL
"1571","Stakeholder analysis","","1.1.8",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.838868","2024-06-26 12:29:42.838868",NULL
"1572","Identify stakeholders","","1.1.8.1",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.922473","2024-06-26 12:29:42.922473",NULL
"1573","Analyze the influence and impact of the stakeholders to the program design and execution","","1.1.8.2",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.006983","2024-06-26 12:29:43.006983",NULL
"1574","Overall program deliverables","","1.1.9",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.090698","2024-06-26 12:29:43.090698",NULL
"1575","Define the different components of data governance framework","","1.1.9.1",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.171094","2024-06-26 12:29:43.171094",NULL
"1576","Define high level implementation steps","","1.1.9.1.1",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.253768","2024-06-26 12:29:43.253768",NULL
"1577","Identify use case and POC opportunities ","","1.1.9.1.2",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.338258","2024-06-26 12:29:43.338258",NULL
"1578","Funding","","1.1.10",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.423018","2024-06-26 12:29:43.423018",NULL
"1579","Funding - order of magnitude of project cost, per CC, EC and post EC","","1.1.10.1",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.505954","2024-06-26 12:29:43.505954",NULL
"1580","Resource requirements","","1.1.11",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.585638","2024-06-26 12:29:43.585638",NULL
"1581","Identify resources required and roles for data governance program","","1.1.11.1",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.665658","2024-06-26 12:29:43.665658",NULL
"1582","Constrains, assumptions and risks","","1.1.12",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.745623","2024-06-26 12:29:43.745623",NULL
"1583","Identify project assumptions and risks","Risks and assumptions identified for BC","1.1.12.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.825646","2024-06-26 12:29:43.825646",NULL
"1584","Program success factors","","1.1.13",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.905652","2024-06-26 12:29:43.905652",NULL
"1585","Define program success factors ","Program Success factors need to be both short term and long term. Should include POC success factors in the CC phase","1.1.13.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:43.985543","2024-06-26 12:29:43.985543",NULL
"1586","Communication Plan","","1.1.14",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.065605","2024-06-26 12:29:44.065605",NULL
"1587","Stakeholder engagement plan","","1.1.14.1",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.147259","2024-06-26 12:29:44.147259",NULL
"1588","Communication Plan","","1.1.14.2",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.229491","2024-06-26 12:29:44.229491",NULL
"1589","Create program charter document","","1.1.15",1,"","2009-04-28 08:00:00","2009-04-30 17:00:00","2009-04-28 08:00:00","2009-04-30 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.309671","2024-06-26 12:29:44.309671",NULL
"1590","Develop charter slides","","1.1.16",1,"","2009-04-29 08:00:00","2009-04-30 17:00:00","2009-04-29 08:00:00","2009-04-30 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.385763","2024-06-26 12:29:44.385763",NULL
"1591","Sign off on initial project charter document","","1.1.17",1,"","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","","",0,NULL,"15","2024-06-26 12:29:44.461663","2024-06-26 12:29:44.461663",NULL
"1592","BUSINESS COMMIT PHASE","","1.2",1,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"15","2024-06-26 12:29:44.542771","2024-06-26 12:29:44.542771",NULL
"1593","Design components of data governance framework","","1.2.1",1,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"15","2024-06-26 12:29:44.626387","2024-06-26 12:29:44.626387",NULL
"1594","Data quality framework","","1.2.1.1",1,"","2009-04-14 08:00:00","2009-05-25 17:00:00","2009-04-14 08:00:00","2009-05-25 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.708054","2024-06-26 12:29:44.708054",NULL
"1595","DEFINE data quality steps and processes","","1.2.1.1.1",1,"","2009-04-14 08:00:00","2009-04-17 17:00:00","2009-04-14 08:00:00","2009-04-17 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.792398","2024-06-26 12:29:44.792398",NULL
"1596","Identify and define data quality standards","","1.2.1.1.2",1,"","2009-04-20 08:00:00","2009-04-21 17:00:00","2009-04-20 08:00:00","2009-04-21 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.879369","2024-06-26 12:29:44.879369",NULL
"1597","Define execution steps and roles for data quality framework","","1.2.1.1.3",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"15","2024-06-26 12:29:44.972316","2024-06-26 12:29:44.972316",NULL
"1598","Define alignment scope with DQIm processes","","1.2.1.1.4",1,"","2009-04-29 08:00:00","2009-05-01 17:00:00","2009-04-29 08:00:00","2009-05-01 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.059954","2024-06-26 12:29:45.059954",NULL
"1599","Identify use case for data quality framework - Scope for use case","","1.2.1.1.5",1,"","2009-05-12 08:00:00","2009-05-14 17:00:00","2009-05-12 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.14379","2024-06-26 12:29:45.14379",NULL
"1600","Collect information/processes/data for the use case (preliminary)","","1.2.1.1.6",1,"","2009-05-12 08:00:00","2009-05-18 17:00:00","2009-05-12 08:00:00","2009-05-18 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.235744","2024-06-26 12:29:45.235744",NULL
"1601","Define requirements for use case","","1.2.1.1.7",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.320228","2024-06-26 12:29:45.320228",NULL
"1602","Analyze findings and design use case process steps","","1.2.1.1.8",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.412069","2024-06-26 12:29:45.412069",NULL
"1603","Document analysis and resulting business case in BC preso","","1.2.1.1.9",1,"","2009-05-21 08:00:00","2009-05-25 17:00:00","2009-05-21 08:00:00","2009-05-25 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.496394","2024-06-26 12:29:45.496394",NULL
"1604","MEASURE Data Quality","","1.2.1.2",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.583077","2024-06-26 12:29:45.583077",NULL
"1605","Define data quality metrics for Scope","","1.2.1.2.1",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.666699","2024-06-26 12:29:45.666699",NULL
"1606","Review data quality steps and standards for Perfect Order","","1.2.1.2.1.1",1,"","2009-05-04 08:00:00","2009-05-08 17:00:00","2009-05-04 08:00:00","2009-05-08 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.750639","2024-06-26 12:29:45.750639",NULL
"1607","ANALYZE data quality metrics for perfect order","Due to constrains in availability of data, focused on end to end process for perfect order and quality/Governance opportunities","1.2.1.2.1.2",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.834641","2024-06-26 12:29:45.834641",NULL
"1608","DESIGN data quality metrics for Perfect Order","","1.2.1.2.1.3",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:45.918663","2024-06-26 12:29:45.918663",NULL
"1609","Data Governance cycle","","1.2.1.3",1,"","2009-05-13 08:00:00","2009-05-21 17:00:00","2009-05-13 08:00:00","2009-05-21 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.010419","2024-06-26 12:29:46.010419",NULL
"1610","DESIGN Key data governance processes","","1.2.1.3.1",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.09444","2024-06-26 12:29:46.09444",NULL
"1611","Define RACI for these processes","Require to validate RACI with sponsors","1.2.1.3.2",1,"","2009-05-20 08:00:00","2009-05-21 17:00:00","2009-05-20 08:00:00","2009-05-21 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.178637","2024-06-26 12:29:46.178637",NULL
"1612","Definitions of key components","","1.2.1.4",1,"","2009-04-27 08:00:00","2009-05-19 17:00:00","2009-04-27 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.27067","2024-06-26 12:29:46.27067",NULL
"1613","Agreed upon definitions for key data roles - RACI for key data roles","","1.2.1.4.1",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.354478","2024-06-26 12:29:46.354478",NULL
"1614","Definitions documented for data artifacts(BDO, metrics etc)","","1.2.1.4.2",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.438442","2024-06-26 12:29:46.438442",NULL
"1615","Definitions stored in a standard format and location","","1.2.1.4.3",1,"","2009-05-15 08:00:00","2009-05-19 17:00:00","2009-05-15 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.526645","2024-06-26 12:29:46.526645",NULL
"1616","Data management office","","1.2.1.5",1,"","2009-04-16 08:00:00","2009-05-01 17:00:00","2009-04-16 08:00:00","2009-05-01 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.616644","2024-06-26 12:29:46.616644",NULL
"1617","Defining structure for data management office","","1.2.1.5.1",1,"","2009-04-16 08:00:00","2009-04-24 17:00:00","2009-04-16 08:00:00","2009-04-24 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.699536","2024-06-26 12:29:46.699536",NULL
"1618","VERIFY structure against data quality framework ","","1.2.1.5.2",1,"","2009-04-27 08:00:00","2009-05-01 17:00:00","2009-04-27 08:00:00","2009-05-01 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.796362","2024-06-26 12:29:46.796362",NULL
"1619","Tools","","1.2.1.6",1,"","2009-05-01 08:00:00","2009-05-14 17:00:00","2009-05-01 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.883684","2024-06-26 12:29:46.883684",NULL
"1620","Identify tools for data quality (dataFlux)","","1.2.1.6.1",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"15","2024-06-26 12:29:46.967876","2024-06-26 12:29:46.967876",NULL
"1621","Prototype data quality use case","Moved this to Concept Commit","1.2.1.6.2",1,"","2009-05-08 08:00:00","2009-05-14 17:00:00","2009-05-08 08:00:00","2009-05-14 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.0598","2024-06-26 12:29:47.0598",NULL
"1622","Data Policies and procedures","","1.2.1.7",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.144212","2024-06-26 12:29:47.144212",NULL
"1623","Identify high level  business policies for data governance","","1.2.1.7.1",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.229155","2024-06-26 12:29:47.229155",NULL
"1624","Define scope, organization..","Moved this to Concept Commit","1.2.1.7.1.1",1,"","2009-05-13 08:00:00","2009-05-13 17:00:00","2009-05-13 08:00:00","2009-05-13 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.319629","2024-06-26 12:29:47.319629",NULL
"1625","Define Controls","Moved to Concept Commit","1.2.1.7.1.2",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.407461","2024-06-26 12:29:47.407461",NULL
"1626","Define issue resolution cycle and corresponding roles","Moved to CC","1.2.1.7.1.3",1,"","2009-05-14 08:00:00","2009-05-20 17:00:00","2009-05-14 08:00:00","2009-05-20 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.499785","2024-06-26 12:29:47.499785",NULL
"1627","Define change management process as part of data governance","Moved to CC","1.2.1.7.1.4",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.598911","2024-06-26 12:29:47.598911",NULL
"1628","benchmark with leading practices","Moved to CC","1.2.1.7.1.5",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.682816","2024-06-26 12:29:47.682816",NULL
"1629","Communication to stakeholders","","1.2.1.8",1,"","2009-05-18 08:00:00","2009-05-26 17:00:00","2009-05-18 08:00:00","2009-05-26 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.770556","2024-06-26 12:29:47.770556",NULL
"1630","Communicate BC deliverables to stakeholders","","1.2.1.8.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.853294","2024-06-26 12:29:47.853294",NULL
"1631","Resolve any stakeholder issues","","1.2.1.8.2",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"15","2024-06-26 12:29:47.937782","2024-06-26 12:29:47.937782",NULL
"1632","Business Commit gate - Sign off ","","1.2.1.9",1,"","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","","",0,NULL,"15","2024-06-26 12:29:48.021916","2024-06-26 12:29:48.021916",NULL
"1633","CONCEPT COMMIT PHASE","","1.3",1,"","2009-06-08 08:00:00","2009-10-23 17:00:00","2009-06-08 08:00:00","2009-10-23 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.101556","2024-06-26 12:29:48.101556",NULL
"1634","Data Governance Program POC ","","1.3.1",1,"","2009-06-08 08:00:00","2009-08-13 12:00:00","2009-06-08 08:00:00","2009-08-13 12:00:00","","",0,NULL,"15","2024-06-26 12:29:48.185719","2024-06-26 12:29:48.185719",NULL
"1635","POC requirements","","1.3.1.1",1,"","2009-06-08 08:00:00","2009-08-10 12:00:00","2009-06-08 08:00:00","2009-08-10 12:00:00","","",0,NULL,"15","2024-06-26 12:29:48.265831","2024-06-26 12:29:48.265831",NULL
"1636","Scope and BRD","","1.3.1.1.1",1,"","2009-06-08 08:00:00","2009-07-10 17:00:00","2009-06-08 08:00:00","2009-07-10 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.34545","2024-06-26 12:29:48.34545",NULL
"1637","Define and document scope of POC","","1.3.1.1.1.1",1,"","2009-06-08 08:00:00","2009-06-26 17:00:00","2009-06-08 08:00:00","2009-06-26 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.430129","2024-06-26 12:29:48.430129",NULL
"1638","Idenify all stakeholders for POC","Working on stakeholders for Item Hub","1.3.1.1.1.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.509579","2024-06-26 12:29:48.509579",NULL
"1639","Item Setup POC","RISK given the delays since 6/17/09 for alignment with BIDS","1.3.1.1.1.2.1",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.589615","2024-06-26 12:29:48.589615",NULL
"1640","Perfect Order OTS metric","","1.3.1.1.1.2.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.673409","2024-06-26 12:29:48.673409",NULL
"1641","Communicate POC OTS scope, resource and support requirements to stakeholders","","1.3.1.1.1.3",1,"","2009-06-30 08:00:00","2009-07-01 17:00:00","2009-06-30 08:00:00","2009-07-01 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.753504","2024-06-26 12:29:48.753504",NULL
"1642","Document data quality and governance requrements for POC - BRD (OTS and Item)","","1.3.1.1.1.4",1,"","2009-06-29 08:00:00","2009-07-08 17:00:00","2009-06-29 08:00:00","2009-07-08 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.833533","2024-06-26 12:29:48.833533",NULL
"1643","Validate requirements with Biz and IT SMEs (OTS and Item)","","1.3.1.1.1.5",1,"","2009-07-09 08:00:00","2009-07-10 17:00:00","2009-07-09 08:00:00","2009-07-10 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.913623","2024-06-26 12:29:48.913623",NULL
"1644","Identify resources, dependencies and mitigation plan","","1.3.1.1.1.6",1,"","2009-07-02 08:00:00","2009-07-07 17:00:00","2009-07-02 08:00:00","2009-07-07 17:00:00","","",0,NULL,"15","2024-06-26 12:29:48.998111","2024-06-26 12:29:48.998111",NULL
"1645","Data collection plan","","1.3.1.1.2",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:49.081466","2024-06-26 12:29:49.081466",NULL
"1646","Define data collection plan (append BRD)","","1.3.1.1.2.1",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:49.16164","2024-06-26 12:29:49.16164",NULL
"1647","Test Plan","","1.3.1.1.3",1,"","2009-07-10 08:00:00","2009-07-17 17:00:00","2009-07-10 08:00:00","2009-07-17 17:00:00","","",0,NULL,"15","2024-06-26 12:29:49.241795","2024-06-26 12:29:49.241795",NULL
"1648","Define test plan","","1.3.1.1.3.1",1,"","2009-07-16 08:00:00","2009-07-17 17:00:00","2009-07-16 08:00:00","2009-07-17 17:00:00","","",0,NULL,"15","2024-06-26 12:29:49.322972","2024-06-26 12:29:49.322972",NULL
"1649","Allocate resources and obtain commitment from Managers","","1.3.1.1.3.2",1,"","2009-07-10 08:00:00","2009-07-13 12:00:00","2009-07-10 08:00:00","2009-07-13 12:00:00","","",0,NULL,"15","2024-06-26 12:29:49.40154","2024-06-26 12:29:49.40154",NULL
"1650","BRD sign off","","1.3.1.1.3.3",1,"","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","","",0,NULL,"15","2024-06-26 12:29:49.481641","2024-06-26 12:29:49.481641",NULL
"1651","Execute Data quality and data governance for defined scope","","1.3.1.1.4",1,"","2009-06-29 08:00:00","2009-08-10 12:00:00","2009-06-29 08:00:00","2009-08-10 12:00:00","","",0,NULL,"15","2024-06-26 12:29:49.561352","2024-06-26 12:29:49.561352",NULL
